Date,Temp_N,Temp_O,LUX_N,LUX_O
5/6/15 20:30,25.319,25.416,0,0
5/6/15 21:00,25.222,25.416,0,0
5/6/15 21:30,25.222,25.416,0,0
5/6/15 22:00,25.319,25.416,0,0
5/6/15 22:30,25.125,25.319,0,0
5/6/15 23:00,25.125,25.416,0,0
5/6/15 23:30,25.028,25.319,0,0
5/7/15 0:00,25.028,25.319,0,0
5/7/15 0:30,24.931,25.319,0,0
5/7/15 1:00,24.931,25.222,0,0
5/7/15 1:30,24.835,25.319,0,0
5/7/15 2:00,24.835,25.222,0,0
5/7/15 2:30,24.835,25.319,0,0
5/7/15 3:00,24.835,25.319,0,0
5/7/15 3:30,24.931,25.319,0,0
5/7/15 4:00,24.738,25.319,0,0
5/7/15 4:30,24.545,25.222,0,0
5/7/15 5:00,24.545,25.222,0,0
5/7/15 5:30,24.351,25.125,0,0
5/7/15 6:00,24.255,25.125,10.8,64.6
5/7/15 6:30,24.255,25.125,236.8,538.2
5/7/15 7:00,24.351,25.125,613.5,731.9
5/7/15 7:30,24.158,25.125,570.5,882.6
5/7/15 8:00,24.255,25.125,387.5,1065.6
5/7/15 8:30,24.351,25.319,742.7,7233.4
5/7/15 9:00,24.351,25.319,882.6,4994.5
5/7/15 9:30,24.448,25.125,807.3,7233.4
5/7/15 10:00,24.641,25.222,2238.9,3100
5/7/15 10:30,24.641,25.416,2927.8,7233.4
5/7/15 11:00,24.738,25.416,3272.2,9644.5
5/7/15 11:30,24.835,25.513,1636.1,10333.4
5/7/15 12:00,25.028,25.708,4133.4,11022.3
5/7/15 12:30,25.028,25.708,4133.4,9644.5
5/7/15 13:00,25.125,25.708,5166.7,9644.5
5/7/15 13:30,25.319,25.805,5166.7,8611.2
5/7/15 14:00,25.416,25.708,1463.9,3788.9
5/7/15 14:30,25.61,25.805,4650,7577.8
5/7/15 15:00,25.708,25.805,5166.7,11022.3
5/7/15 15:30,25.708,25.513,5166.7,3444.5
5/7/15 16:00,25.902,25.61,4822.3,2497.2
5/7/15 16:30,25.805,25.61,2497.2,4822.3
5/7/15 17:00,25.805,25.513,1194.8,2497.2
5/7/15 17:30,25.708,25.513,871.9,2152.8
5/7/15 18:00,25.708,25.416,258.3,914.9
5/7/15 18:30,25.708,25.416,96.9,322.9
5/7/15 19:00,25.61,25.319,0,21.5
5/7/15 19:30,25.61,25.416,0,0
5/7/15 20:00,25.61,25.319,0,0
5/7/15 20:30,25.61,25.319,0,0
5/7/15 21:00,25.61,25.319,0,0
5/7/15 21:30,25.61,25.319,0,0
5/7/15 22:00,25.61,25.319,0,0
5/7/15 22:30,25.708,25.222,0,0
5/7/15 23:00,25.61,25.222,0,0
5/7/15 23:30,25.513,25.222,0,0
5/8/15 0:00,25.222,25.222,0,0
5/8/15 0:30,25.222,25.222,0,0
5/8/15 1:00,25.222,25.222,0,0
5/8/15 1:30,25.125,25.222,0,0
5/8/15 2:00,25.125,25.125,0,0
5/8/15 2:30,25.125,25.125,0,0
5/8/15 3:00,25.028,25.125,0,0
5/8/15 3:30,25.028,25.125,0,0
5/8/15 4:00,24.931,25.028,0,0
5/8/15 4:30,24.931,25.028,0,0
5/8/15 5:00,24.835,25.028,0,0
5/8/15 5:30,24.835,25.028,0,0
5/8/15 6:00,24.835,25.028,10.8,21.5
5/8/15 6:30,24.931,25.028,139.9,376.7
5/8/15 7:00,24.931,25.028,204.5,1022.6
5/8/15 7:30,24.931,25.125,462.9,2152.8
5/8/15 8:00,24.931,25.222,495.1,2927.8
5/8/15 8:30,24.931,25.319,645.8,4822.3
5/8/15 9:00,25.028,25.319,1011.8,7233.4
5/8/15 9:30,25.028,25.416,1259.4,8266.7
5/8/15 10:00,24.931,25.416,1173.3,5166.7
5/8/15 10:30,25.028,25.319,1108.7,4305.6
5/8/15 11:00,25.028,25.319,1280.9,5511.1
5/8/15 11:30,24.931,25.222,1345.5,4650
5/8/15 12:00,25.028,25.319,1550,6200
5/8/15 12:30,25.028,25.416,2238.9,13089
5/8/15 13:00,25.125,25.61,2238.9,14466.8
5/8/15 13:30,25.222,25.805,1550,15844.5
5/8/15 14:00,25.319,25.902,3444.5,16533.4
5/8/15 14:30,25.416,26,4822.3,18600.1
5/8/15 15:00,25.416,25.902,1087.2,18600.1
5/8/15 15:30,25.416,25.805,3961.1,2669.5
5/8/15 16:00,25.513,25.61,914.9,4305.6
5/8/15 16:30,25.416,25.61,398.3,1980.6
5/8/15 17:00,25.416,25.61,398.3,2755.6
5/8/15 17:30,25.416,25.513,409,1377.8
5/8/15 18:00,25.416,25.513,139.9,602.8
5/8/15 18:30,25.319,25.416,43.1,322.9
5/8/15 19:00,25.319,25.319,0,21.5
5/8/15 19:30,25.319,25.319,0,0
5/8/15 20:00,25.222,25.319,0,0
5/8/15 20:30,25.222,25.319,0,0
5/8/15 21:00,25.222,25.319,0,0
5/8/15 21:30,25.222,25.222,0,0
5/8/15 22:00,25.125,25.222,0,0
5/8/15 22:30,25.125,25.125,0,0
5/8/15 23:00,25.028,25.028,0,0
5/8/15 23:30,24.931,24.931,0,0
5/9/15 0:00,24.931,24.835,0,0
5/9/15 0:30,24.835,24.835,0,0
5/9/15 1:00,24.835,24.835,0,0
5/9/15 1:30,24.835,24.931,0,0
5/9/15 2:00,24.738,24.931,0,0
5/9/15 2:30,24.738,24.931,0,0
5/9/15 3:00,24.738,24.931,0,0
5/9/15 3:30,24.641,25.028,0,0
5/9/15 4:00,24.641,25.125,0,0
5/9/15 4:30,24.545,25.125,0,0
5/9/15 5:00,24.545,25.028,0,0
5/9/15 5:30,24.448,25.125,0,0
5/9/15 6:00,24.448,25.125,0,53.8
5/9/15 6:30,24.448,25.125,53.8,430.6
5/9/15 7:00,24.448,25.028,139.9,721.2
5/9/15 7:30,24.448,25.028,215.3,2152.8
5/9/15 8:00,24.448,25.125,419.8,2927.8
5/9/15 8:30,24.448,25.222,290.6,4305.6
5/9/15 9:00,24.545,25.416,344.4,11711.2
5/9/15 9:30,24.545,25.222,925.7,3444.5
5/9/15 10:00,24.545,25.319,1011.8,5511.1
5/9/15 10:30,24.641,25.319,1119.5,8266.7
5/9/15 11:00,24.641,25.222,721.2,3444.5
5/9/15 11:30,24.738,25.319,1130.2,12400.1
5/9/15 12:00,24.835,25.319,1377.8,8266.7
5/9/15 12:30,24.835,25.708,2066.7,4994.5
5/9/15 13:00,24.835,25.61,1980.6,8266.7
5/9/15 13:30,24.931,25.513,2066.7,6200
5/9/15 14:00,24.931,25.61,678.1,11711.2
5/9/15 14:30,25.028,25.708,2755.6,5338.9
5/9/15 15:00,25.222,25.708,2583.4,9300.1
5/9/15 15:30,25.222,25.61,409,2325
5/9/15 16:00,25.319,25.513,2152.8,2497.2
5/9/15 16:30,25.319,25.61,1377.8,3272.2
5/9/15 17:00,25.319,25.61,1216.3,3100
5/9/15 17:30,25.222,25.513,75.3,1291.7
5/9/15 18:00,25.222,25.416,96.9,1001
5/9/15 18:30,25.222,25.416,32.3,355.2
5/9/15 19:00,25.222,25.416,0,32.3
5/9/15 19:30,25.222,25.319,0,0
5/9/15 20:00,25.222,25.319,0,0
5/9/15 20:30,25.125,25.319,0,0
5/9/15 21:00,25.125,25.319,0,0
5/9/15 21:30,25.125,25.222,0,0
5/9/15 22:00,25.028,25.222,0,0
5/9/15 22:30,25.028,25.222,0,0
5/9/15 23:00,25.028,25.125,0,0
5/9/15 23:30,24.931,25.028,0,0
5/10/15 0:00,24.931,24.931,0,0
5/10/15 0:30,24.835,24.931,0,0
5/10/15 1:00,24.835,24.835,0,0
5/10/15 1:30,24.738,24.835,0,0
5/10/15 2:00,24.641,24.835,0,0
5/10/15 2:30,24.641,24.835,0,0
5/10/15 3:00,24.545,24.835,0,0
5/10/15 3:30,24.545,24.835,0,0
5/10/15 4:00,24.545,25.125,0,0
5/10/15 4:30,24.448,25.125,0,0
5/10/15 5:00,24.448,25.125,0,0
5/10/15 5:30,24.448,25.125,0,0
5/10/15 6:00,24.448,25.125,10.8,64.6
5/10/15 6:30,24.351,25.222,96.9,344.4
5/10/15 7:00,24.351,25.222,312.2,1248.6
5/10/15 7:30,24.351,25.222,355.2,1216.3
5/10/15 8:00,24.351,25.222,527.4,2583.4
5/10/15 8:30,24.448,25.222,753.5,3100
5/10/15 9:00,24.448,25.513,1119.5,9300.1
5/10/15 9:30,24.448,25.61,678.1,9300.1
5/10/15 10:00,24.545,25.708,1550,13777.9
5/10/15 10:30,24.641,25.708,1980.6,9300.1
5/10/15 11:00,24.738,25.708,2411.1,16533.4
5/10/15 11:30,24.738,25.708,882.6,7577.8
5/10/15 12:00,24.931,25.61,3272.2,5166.7
5/10/15 12:30,25.028,25.708,3616.7,8611.2
5/10/15 13:00,25.222,25.61,4650,2755.6
5/10/15 13:30,25.319,25.805,5166.7,10677.8
5/10/15 14:00,25.416,25.805,1894.5,3272.2
5/10/15 14:30,25.416,25.805,5166.7,8611.2
5/10/15 15:00,25.319,25.708,1141,7233.4
5/10/15 15:30,25.416,25.708,6544.5,6544.5
5/10/15 16:00,25.513,25.61,5511.1,5166.7
5/10/15 16:30,25.416,25.708,1324,1894.5
5/10/15 17:00,25.319,25.708,376.7,1377.8
5/10/15 17:30,25.319,25.708,409,1377.8
5/10/15 18:00,25.222,25.708,279.9,1065.6
5/10/15 18:30,25.125,25.61,86.1,505.9
5/10/15 19:00,25.125,25.513,0,32.3
5/10/15 19:30,25.028,25.513,0,0
5/10/15 20:00,25.028,25.513,0,0
5/10/15 20:30,25.125,25.513,0,0
5/10/15 21:00,25.028,25.416,0,0
5/10/15 21:30,25.125,25.416,0,0
5/10/15 22:00,25.222,25.416,0,0
5/10/15 22:30,25.125,25.416,0,0
5/10/15 23:00,25.125,25.416,0,0
5/10/15 23:30,25.125,25.319,0,0
5/11/15 0:00,25.028,25.222,0,0
5/11/15 0:30,25.028,25.125,0,0
5/11/15 1:00,25.028,25.125,0,0
5/11/15 1:30,25.028,25.125,0,0
5/11/15 2:00,24.835,25.028,0,0
5/11/15 2:30,24.931,24.931,0,0
5/11/15 3:00,24.738,24.931,0,0
5/11/15 3:30,24.641,25.125,0,0
5/11/15 4:00,24.641,25.125,0,0
5/11/15 4:30,24.545,25.222,0,0
5/11/15 5:00,24.545,25.319,0,0
5/11/15 5:30,24.545,25.416,0,0
5/11/15 6:00,24.448,25.416,0,53.8
5/11/15 6:30,24.448,25.416,129.2,656.6
5/11/15 7:00,24.351,25.513,183,914.9
5/11/15 7:30,24.351,25.513,430.6,1808.3
5/11/15 8:00,24.351,25.513,301.4,1980.6
5/11/15 8:30,24.448,25.513,796.5,1636.1
5/11/15 9:00,24.351,25.708,839.6,6200
5/11/15 9:30,24.448,25.805,958,9644.5
5/11/15 10:00,24.545,25.902,1194.8,8611.2
5/11/15 10:30,24.545,25.902,1302.4,19289
5/11/15 11:00,24.641,26.097,1377.8,20666.8
5/11/15 11:30,24.835,26.097,1550,14466.8
5/11/15 12:00,25.028,26.292,1636.1,28933.5
5/11/15 12:30,25.125,26.195,1108.7,15155.7
5/11/15 13:00,25.319,25.902,2927.8,20666.8
5/11/15 13:30,25.416,25.708,1108.7,8611.2
5/11/15 14:00,25.319,25.805,1550,5511.1
5/11/15 14:30,25.513,25.805,3100,7233.4
5/11/15 15:00,25.513,25.708,2066.7,5166.7
5/11/15 15:30,25.513,25.708,764.2,4133.4
5/11/15 16:00,25.513,25.708,2238.9,4477.8
5/11/15 16:30,25.513,25.708,667.4,2755.6
5/11/15 17:00,25.416,25.61,1119.5,2066.7
5/11/15 17:30,25.319,25.61,473.6,2238.9
5/11/15 18:00,25.222,25.61,398.3,764.2
5/11/15 18:30,25.125,25.61,118.4,473.6
5/11/15 19:00,25.028,25.61,0,43.1
5/11/15 19:30,25.125,25.513,0,0
5/11/15 20:00,25.028,25.513,0,0
5/11/15 20:30,25.028,25.513,0,0
5/11/15 21:00,25.028,25.416,0,0
5/11/15 21:30,24.931,25.416,0,0
5/11/15 22:00,24.931,25.319,0,0
5/11/15 22:30,24.931,25.319,0,0
5/11/15 23:00,24.931,25.416,0,0
5/11/15 23:30,24.931,25.416,0,0
5/12/15 0:00,24.835,25.416,0,0
5/12/15 0:30,24.835,25.125,0,0
5/12/15 1:00,24.738,24.931,0,0
5/12/15 1:30,24.738,24.931,0,0
5/12/15 2:00,24.641,24.931,0,0
5/12/15 2:30,24.641,24.738,0,0
5/12/15 3:00,24.641,24.738,0,0
5/12/15 3:30,24.545,24.641,0,0
5/12/15 4:00,24.351,24.641,0,0
5/12/15 4:30,24.351,24.738,0,0
5/12/15 5:00,24.255,24.738,0,0
5/12/15 5:30,24.255,24.931,0,0
5/12/15 6:00,24.158,25.125,10.8,75.3
5/12/15 6:30,24.158,25.222,139.9,409
5/12/15 7:00,24.158,25.222,333.7,667.4
5/12/15 7:30,24.158,25.319,409,1377.8
5/12/15 8:00,24.158,25.416,796.5,2497.2
5/12/15 8:30,24.255,25.513,592,4650
5/12/15 9:00,24.255,25.61,570.5,3444.5
5/12/15 9:30,24.351,25.61,1119.5,2411.1
5/12/15 10:00,24.448,25.708,1463.9,2669.5
5/12/15 10:30,24.448,25.902,516.7,14466.8
5/12/15 11:00,24.545,26.097,807.3,24800.2
5/12/15 11:30,24.641,26,2238.9,22044.6
5/12/15 12:00,24.641,25.902,1119.5,34444.7
5/12/15 12:30,24.931,26.292,3100,18600.1
5/12/15 13:00,25.028,26,3100,3961.1
5/12/15 13:30,25.222,25.416,2238.9,2583.4
5/12/15 14:00,25.222,25.416,1722.2,2669.5
5/12/15 14:30,25.222,25.319,1550,1636.1
5/12/15 15:00,25.416,25.319,4477.8,1550
5/12/15 15:30,25.319,25.416,2411.1,4822.3
5/12/15 16:00,25.319,25.513,3788.9,2411.1
5/12/15 16:30,25.319,25.61,4133.4,2927.8
5/12/15 17:00,25.222,25.61,645.8,807.3
5/12/15 17:30,25.222,25.61,226,495.1
5/12/15 18:00,25.125,25.513,161.5,624.3
5/12/15 18:30,25.028,25.513,86.1,150.7
5/12/15 19:00,25.222,25.513,0,32.3
5/12/15 19:30,25.319,25.513,0,0
5/12/15 20:00,25.222,25.513,0,0
5/12/15 20:30,24.835,25.513,0,0
5/12/15 21:00,24.835,25.416,0,0
5/12/15 21:30,24.835,25.416,0,0
5/12/15 22:00,24.835,25.416,0,0
5/12/15 22:30,24.738,25.319,0,0
5/12/15 23:00,24.835,25.319,0,0
5/12/15 23:30,24.835,25.319,0,0
5/13/15 0:00,24.931,25.319,0,0
5/13/15 0:30,24.835,25.319,0,0
5/13/15 1:00,24.835,25.319,0,0
5/13/15 1:30,24.835,25.319,0,0
5/13/15 2:00,24.738,25.222,0,0
5/13/15 2:30,24.738,24.738,0,0
5/13/15 3:00,24.641,24.738,0,0
5/13/15 3:30,24.545,24.738,0,0
5/13/15 4:00,24.448,24.738,0,0
5/13/15 4:30,24.448,24.835,0,0
5/13/15 5:00,24.351,24.545,0,0
5/13/15 5:30,24.255,24.545,0,0
5/13/15 6:00,24.255,24.641,10.8,43.1
5/13/15 6:30,24.158,24.835,75.3,344.4
5/13/15 7:00,24.158,25.028,193.8,775
5/13/15 7:30,24.158,25.028,204.5,1001
5/13/15 8:00,24.158,25.125,301.4,1248.6
5/13/15 8:30,24.255,25.416,312.2,4994.5
5/13/15 9:00,24.158,25.416,376.7,1636.1
5/13/15 9:30,24.255,25.61,549,1894.5
5/13/15 10:00,24.351,25.805,602.8,15844.5
5/13/15 10:30,24.448,26,1011.8,5511.1
5/13/15 11:00,24.545,25.902,495.1,4994.5
5/13/15 11:30,24.448,26,1184,5166.7
5/13/15 12:00,24.545,26.195,1636.1,17222.3
5/13/15 12:30,24.641,26.097,1313.2,18600.1
5/13/15 13:00,24.738,26.195,1980.6,15844.5
5/13/15 13:30,24.931,26,1463.9,11711.2
5/13/15 14:00,24.931,26.097,2755.6,9644.5
5/13/15 14:30,25.125,26,2927.8,14466.8
5/13/15 15:00,25.319,25.708,3100,2325
5/13/15 15:30,25.222,25.708,2066.7,7233.4
5/13/15 16:00,25.222,25.513,785.8,1033.3
5/13/15 16:30,25.222,25.416,581.3,871.9
5/13/15 17:00,25.222,25.416,1463.9,1894.5
5/13/15 17:30,25.125,25.416,839.6,1808.3
5/13/15 18:00,25.222,25.416,215.3,1054.9
5/13/15 18:30,25.222,25.416,53.8,409
5/13/15 19:00,25.125,25.416,0,43.1
5/13/15 19:30,25.028,25.416,0,0
5/13/15 20:00,24.931,25.513,0,0
5/13/15 20:30,24.738,25.513,0,0
5/13/15 21:00,24.738,25.513,0,0
5/13/15 21:30,24.641,25.416,0,0
5/13/15 22:00,24.641,25.416,0,0
5/13/15 22:30,24.641,25.416,0,0
5/13/15 23:00,24.641,25.416,0,0
5/13/15 23:30,24.641,25.416,0,0
5/14/15 0:00,24.738,25.319,0,0
5/14/15 0:30,24.641,25.319,0,0
5/14/15 1:00,24.835,25.319,0,0
5/14/15 1:30,24.835,25.319,0,0
5/14/15 2:00,24.738,25.319,0,0
5/14/15 2:30,24.738,25.319,0,0
5/14/15 3:00,24.641,25.319,0,0
5/14/15 3:30,24.545,25.222,0,0
5/14/15 4:00,24.545,25.222,0,0
5/14/15 4:30,24.545,25.125,0,0
5/14/15 5:00,24.448,24.931,0,0
5/14/15 5:30,24.351,24.931,0,0
5/14/15 6:00,24.351,25.028,32.3,43.1
5/14/15 6:30,24.351,25.125,204.5,269.1
5/14/15 7:00,24.255,25.222,193.8,613.5
5/14/15 7:30,24.255,25.319,538.2,958
5/14/15 8:00,24.255,25.416,828.8,2583.4
5/14/15 8:30,24.255,25.513,1097.9,3788.9
5/14/15 9:00,24.255,25.61,2325,5166.7
5/14/15 9:30,24.351,25.708,1377.8,4305.6
5/14/15 10:00,24.351,25.805,775,4650
5/14/15 10:30,24.351,25.61,1345.5,3961.1
5/14/15 11:00,24.448,25.805,1087.2,6544.5
5/14/15 11:30,24.641,26.097,2755.6,5511.1
5/14/15 12:00,24.835,26,4477.8,13089
5/14/15 12:30,24.931,26.097,5166.7,16533.4
5/14/15 13:00,24.835,25.708,2669.5,4305.6
5/14/15 13:30,24.931,25.902,1808.3,7233.4
5/14/15 14:00,25.125,26,7577.8,11711.2
5/14/15 14:30,25.125,25.708,1722.2,2927.8
5/14/15 15:00,25.222,25.805,8611.2,4133.4
5/14/15 15:30,25.028,25.805,1463.9,2325
5/14/15 16:00,25.028,25.708,7577.8,1980.6
5/14/15 16:30,25.125,25.805,4994.5,3616.7
5/14/15 17:00,25.028,25.805,2497.2,1980.6
5/14/15 17:30,25.125,25.805,1808.3,581.3
5/14/15 18:00,25.125,25.805,236.8,613.5
5/14/15 18:30,25.125,25.708,269.1,290.6
5/14/15 19:00,25.125,25.708,10.8,10.8
5/14/15 19:30,25.028,25.61,0,0
5/14/15 20:00,25.125,25.61,0,0
5/14/15 20:30,25.125,25.61,0,0
5/14/15 21:00,25.028,25.61,0,0
5/14/15 21:30,24.738,25.513,0,0
5/14/15 22:00,24.641,25.513,0,0
5/14/15 22:30,24.545,25.513,0,0
5/14/15 23:00,24.545,25.416,0,0
5/14/15 23:30,24.545,25.416,0,0
5/15/15 0:00,24.545,25.416,0,0
5/15/15 0:30,24.738,25.416,0,0
5/15/15 1:00,24.738,25.416,0,0
5/15/15 1:30,24.931,25.416,0,0
5/15/15 2:00,25.028,25.416,0,0
5/15/15 2:30,25.028,25.319,0,0
5/15/15 3:00,24.931,25.319,0,0
5/15/15 3:30,24.835,25.319,0,0
5/15/15 4:00,24.738,25.319,0,0
5/15/15 4:30,24.641,25.319,0,0
5/15/15 5:00,24.641,25.125,0,0
5/15/15 5:30,24.545,24.931,0,0
5/15/15 6:00,24.545,24.931,32.3,21.5
5/15/15 6:30,24.448,24.931,139.9,226
5/15/15 7:00,24.351,25.028,355.2,721.2
5/15/15 7:30,24.351,25.125,452.1,839.6
5/15/15 8:00,24.158,25.125,570.5,1087.2
5/15/15 8:30,24.158,25.222,516.7,3444.5
5/15/15 9:00,24.255,25.513,958,5166.7
5/15/15 9:30,24.448,25.708,1463.9,9644.5
5/15/15 10:00,24.545,25.805,1808.3,12400.1